Základný číselník,Kód číselnika,Názov číselníka,Ang. názov číselníka,URI číselníka,Hlavný gestor,Vedľajší gestor,Zdrojový číselnik,Dátum platnosti,Začiatok účinnosti,Koniec účinnosti,Poznámka,Kód položky,Názov položky,Ang. názov položky,Skrátený názov položky,Ang. skrátený nazov položky,Skratka názvu položky,Ang. skratka názvu položky,URI polozky,Doplňujúci obsah,Merná jednotka,Poznámka pre položku,Zahŕňa,Tiež zahŕňa,Vylučuje,Začiatok účinnosti položky,Koniec účinnosti položky,Logické poradie položky,Legislatívna uznateľnosť
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,10,Správca,Správca,,,,,,,,"nadácia, neinvestičný fond",,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,11,Člen výboru,Člen výboru,,,,,,,,pozemkové spoločenstvo,,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,12,Predseda,Predseda,,,,,,,,"spoločenstvo vlastníkov bytov a nebytových priestorov, samoprávny kraj, krajská organizácia cestovného ruchu",,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,13,Výkonný riaditeľ,Výkonný riaditeľ,,,,,,,,"krajská organizácia cestovného ruchu, oblastná organizácia cestovného ruchu",,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,14,Starosta,Starosta,,,,,,,,obec,,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,15,Primátor,Primátor,,,,,,,,mesto,,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,16,Minister,Minister,,,,,,,,ministerstvo,,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,17,Iný štatutárny orgán,Iný štatutárny orgán,,,,,,,,"politická strana a hnutie, občianske združenie, záujmové združenie právnických osôb",,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,18,Likvidátor,Likvidátor,,,,,,,,právnická osoba,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,19,Podnikateľ,Podnikateľ,,,,,,,,samostatne podnikajúca fyzická osoba,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,20,Zástupca podnikateľa,Zástupca podnikateľa,,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,21,Poverená osoba,Poverená osoba,,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,90,"Štatutárny orgán štatutára, ktorým je právnická osoba","Štatutárny orgán štatutára, ktorým je právnická osoba",,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,91,Člen štatutárneho orgánu zahraničnej osoby,Člen štatutárneho orgánu zahraničnej osoby,,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,92,Člen štatutárneho orgánu,Člen štatutárneho orgánu,,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,93,Správna rada,Správna rada,,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,94,Člen družstva poverený členskou schôdzou,Člen družstva poverený členskou schôdzou,,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,95,Podpredseda,Podpredseda,,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,96,Výkonný výbor,Výkonný výbor,,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,97,Vedúci podniku (organizačnej zložky podniku),Vedúci podniku (organizačnej zložky podniku),,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,98,Zástupca riaditeľa,Zástupca riaditeľa,,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,99,Predstaventvo,Predstaventvo,,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,84,Prokurista,Prokurista,,,,,,,,,,,,2017-10-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,85,Vedúci odštepného závodu,Vedúci odštepného závodu,,,,,,,,,,,,2017-10-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,86,Likvidátor zahraničnej osoby,Likvidátor zahraničnej osoby,,,,,,,,,,,,2017-10-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,87,Správca na výkon nútenej správy,Správca na výkon nútenej správy,,,,,,,,,,,,2017-10-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,88,Prokurista zahraničnej osoby,Prokurista zahraničnej osoby,,,,,,,,,,,,2017-10-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,89,Člen správnej rady,Člen správnej rady,,,,,,,,,,,,2017-10-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,22,Rektor,Rektor,,,,,,,,vysoká škola,,,,2019-09-05,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,23,Členská schôdza,Členská schôdza,,,,,,,,družstvo,,,,2020-04-21,,,nie
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,24,Vedúci úradu,Vedúci úradu,,,,,,,,Úrad vlády SR a pod.,,,,2020-05-07,,,nie
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,25,Zástupca generálneho riaditeľa,Zástupca generálneho riaditeľa,,,,,,,,,,,,2020-05-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,26,Guvernér,Guvernér,,,,,,,,Národná banka Slovenska,,,,2020-05-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,27,Viceguvernér,Viceguvernér,,,,,,,,Národná banka Slovenska,,,,2020-05-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,28,Prezident,Prezident,,,,,,,,profesná komora,,,,2020-05-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,29,Regionálny hygienik,Regionálny hygienik,,,,,,,,regionálny úrad verejného zdravotníctva,,,,2020-05-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,30,Generálny konzul,Generálny konzul,,,,,,,,generálny konzulát,,,,2020-05-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,31,Konzul,Konzul,,,,,,,,konzulát,,,,2020-05-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,32,Veľvyslanec,Veľvyslanec,,,,,,,,veľvyslanectvo,,,,2020-05-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,33,Generálny tajomník služobného úradu,Generálny tajomník služobného úradu,,,,,,,,"ministerstvo, iný ústredný orgán štátnej správy",,,,2020-05-13,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,34,Generálny tajomník,Generálny tajomník,,,,,,,,"asociácia (napr. Asociácia leasingových spoločností SR, Asociácia finančných sprostredkovateľov a finančných poradcov, ...), združenia",,,,2020-05-13,,,ano
